id,slug,name_en,name_de,definition_en,definition_de,url,doi,license,author_orcid
AUG-STAGE0-embodiment-reminder,embodiment-reminder,The Embodiment Reminder,Verkoerperlichungs-Erinnerung,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/embodiment-reminder/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0901,emergent-coordination,The Emergent Coordination,The Emergent Coordination,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/emergent-coordination/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0713,emoji-semantics,The Emoji Semantics,The Emoji Semantics,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/emoji-semantics/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-STAGE0-energy-spike,energy-spike,Energy Spike,Energie-Anstieg,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/energy-spike/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-STAGE0-engagement-surge-signal,engagement-surge-signal,Engagement-Surge Signal,Energie-Anstieg,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/engagement-surge-signal/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0180,enough-signal,The Enough Signal,The Enough Signal,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/enough-signal/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0987,ensemble-coordination-effect,Ensemble-Coordination Effect,Multi-Agent Literacy,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/ensemble-coordination-effect/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0101,ensuring-existing-effect,Ensuring-Existing Effect,Refresh-First Principle,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/ensuring-existing-effect/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0922,environmental-reading,The Environmental Reading,The Environmental Reading,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/environmental-reading/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0035,epistemic-half-life,Epistemic Half-Life,Epistemic Half-Life,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/epistemic-half-life/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-STAGE0-equilibrium-emergence-signal,equilibrium-emergence-signal,Equilibrium-Emergence Signal,Ruhe-Kommen,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/equilibrium-emergence-signal/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-STAGE0-ergonomic-decline-effect,ergonomic-decline-effect,Ergonomic-Decline Effect,Haltungs-Hänger,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/ergonomic-decline-effect/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-STAGE0-ergonomic-ignorance-amplification,ergonomic-ignorance-amplification,Ergonomic Ignorance Amplification,Ergonomische-Ignoranz-Verstaerkung,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/ergonomic-ignorance-amplification/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0870,escalation-signal,The Escalation Signal,The Escalation Signal,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/escalation-signal/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0759,established-career-shift,The Established-Career Shift,The Established-Career Shift,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/established-career-shift/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0908,evaluation-agent,The Evaluation Agent,The Evaluation Agent,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/evaluation-agent/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0029,evening-synchronization,Evening Synchronization,Evening Synchronization,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/evening-synchronization/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0625,everyday-insight,The Everyday Insight,The Everyday Insight,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/everyday-insight/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0512,excel-pause,The Excel Pause,The Excel Pause,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/excel-pause/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0404,exchange-ratio,The Exchange Ratio,The Exchange Ratio,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/exchange-ratio/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0298,excuse-creative,The Excuse Creative,The Excuse Creative,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/excuse-creative/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0417,executing-related-effect,Executing-Related Effect,What-If Preview,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/executing-related-effect/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0819,exit-knowledge-capture,The Exit Knowledge Capture,The Exit Knowledge Capture,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/exit-knowledge-capture/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0506,exit-message,The Exit Message,The Exit Message,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/exit-message/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0127,expansion-feeling,The Expansion Feeling,The Expansion Feeling,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/expansion-feeling/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0551,expectation-check,The Expectation Check,The Expectation Check,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/expectation-check/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0836,expectation-cycle,The Expectation Cycle,The Expectation Cycle,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/expectation-cycle/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0813,experience-level-shift,The Experience-Level Shift,The Experience-Level Shift,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/experience-level-shift/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0214,expertise-shift,The Expertise Shift,The Expertise Shift,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/expertise-shift/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0956,explainability-standard,The Explainability Standard,The Explainability Standard,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/explainability-standard/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0756,extended-experience-perspective,The Extended-Experience Perspective,The Extended-Experience Perspective,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/extended-experience-perspective/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0014,extended-mind-map,The Extended Mind Map,The Extended Mind Map,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/extended-mind-map/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0353,face-saver,The Face Saver,The Face Saver,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/face-saver/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0606,fact-tap,The Fact Tap,The Fact Tap,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/fact-tap/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0960,factor-distribution,The Factor Distribution,The Factor Distribution,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/factor-distribution/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0837,factor-narrative,The Factor Narrative,The Factor Narrative,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/factor-narrative/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0585,factor-simulator,The Factor Simulator,The Factor Simulator,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/factor-simulator/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0845,fairness-review,The Fairness Review,The Fairness Review,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/fairness-review/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0875,fallback-behavior,The Fallback Behavior,The Fallback Behavior,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/fallback-behavior/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-STAGE0-false-cognitive-effect,false-cognitive-effect,False-Cognitive Effect,Bewegung-Kognition-Kompromiss,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/false-cognitive-effect/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0765,familiarity-based-trust-differential,The Familiarity-Based Trust Differential,The Familiarity-Based Trust Differential,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/familiarity-based-trust-differential/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0125,feedback-effect,The Feedback Effect,The Feedback Effect,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/feedback-effect/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0421,feedback-loop,The Feedback Loop,The Feedback Loop,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/feedback-loop/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0057,feels-return-effect,Feels-Return Effect,Low-Res World,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/feels-return-effect/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0046,felt-echo,The Felt Echo,The Felt Echo,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/felt-echo/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0441,filter-block,The Filter Block,The Filter Block,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/filter-block/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0402,filter-distortion,The Filter Distortion,The Filter Distortion,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/filter-distortion/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0595,filter-face,The Filter Face,The Filter Face,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/filter-face/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0775,filter-refusal-effect,Filter-Refusal Effect,KI-Free Zone,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/filter-refusal-effect/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0556,filtered-world,The Filtered World,The Filtered World,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/filtered-world/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0423,final-draft,The Final Draft,The Final Draft,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/final-draft/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0600,final-merge,The Final Merge,The Final Merge,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/final-merge/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0610,final-word,The Final Word,The Final Word,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/final-word/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0804,financial-literacy-tool,The Financial Literacy Tool,The Financial Literacy Tool,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/financial-literacy-tool/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0931,fine-grain-execution,The Fine-Grain Execution,The Fine-Grain Execution,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/fine-grain-execution/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0645,fire-bringer-question,The Fire-Bringer Question,The Fire-Bringer Question,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/fire-bringer-question/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-STAGE0-first-anchor-pattern,first-anchor-pattern,First-Anchor Pattern,Erste Verankerung,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/first-anchor-pattern/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-STAGE0-first-anchor,first-anchor,First Anchor,Erste Verankerung,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/first-anchor/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0753,first-contact-perspective,The First-Contact Perspective,The First-Contact Perspective,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/first-contact-perspective/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0647,first-input-effect,First-Input Effect,Individual-Framed Input,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/first-input-effect/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0754,first-reference-effect,First-Reference Effect,Mid-Range Transition,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/first-reference-effect/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0191,first-word,The First Word,The First Word,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/first-word/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0823,flexible-work-pattern,The Flexible Work Pattern,The Flexible Work Pattern,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/flexible-work-pattern/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-STAGE0-flow-affect-phenomenon,flow-affect-phenomenon,Flow-Affect Phenomenon,Zirkulations-Gefühl,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/flow-affect-phenomenon/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0003,fluide-identit-tsmorphologie,Fluide Identitätsmorphologie,Fluide Identitätsmorphologie,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/fluide-identit-tsmorphologie/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0003,fluide-identitaetsmorphologie,Fluide Identitaetsmorphologie,Fluide Identitätsmorphologie,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/fluide-identitaetsmorphologie/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0622,focus-duration,The Focus Duration,The Focus Duration,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/focus-duration/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0032,focus-range,Focus Range,Focus Range,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/focus-range/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0152,focus-surge,The Focus Surge,The Focus Surge,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/focus-surge/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-STAGE0-fold-happen-signal,fold-happen-signal,Fold-Happen Signal,Falten-Verhalten,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/fold-happen-signal/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-STAGE0-fold-happen,fold-happen,Fold Happen,Falten-Verhalten,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/fold-happen/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0580,footprint-code,The Footprint Code,The Footprint Code,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/footprint-code/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0291,forgetting-tax,The Forgetting Tax,The Forgetting Tax,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/forgetting-tax/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0329,forgiven-draft,The Forgiven Draft,The Forgiven Draft,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/forgiven-draft/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0604,forgotten-hand,The Forgotten Hand,The Forgotten Hand,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/forgotten-hand/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0624,forgotten-name,The Forgotten Name,The Forgotten Name,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/forgotten-name/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0336,form-slayer,The Form Slayer,The Form Slayer,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/form-slayer/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0698,formality-trap,The Formality Trap,The Formality Trap,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/formality-trap/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0671,formalized-input-effect,Formalized-Input Effect,Politeness Spectrum,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/formalized-input-effect/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0648,formalized-interaction-input,The Formalized Interaction Input,The Formalized Interaction Input,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/formalized-interaction-input/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0999,forward-assessment,The Forward Assessment,The Forward Assessment,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/forward-assessment/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0530,forward-move,The Forward Move,The Forward Move,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/forward-move/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-STAGE0-foundation-desensitization-pattern,foundation-desensitization-pattern,Foundation-Desensitization Pattern,Fuß-Taubheit,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/foundation-desensitization-pattern/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0822,freelancer-dynamic,The Freelancer Dynamic,The Freelancer Dynamic,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/freelancer-dynamic/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0159,fresh-start,The Fresh Start,The Fresh Start,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/fresh-start/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0319,friction-prompt,The Friction Prompt,The Friction Prompt,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/friction-prompt/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0749,frugal-innovation,The Frugal Innovation,The Frugal Innovation,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/frugal-innovation/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0284,full-access-check,The Full-Access Check,The Full-Access Check,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/full-access-check/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0583,full-control,The Full Control,The Full Control,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/full-control/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-STAGE0-fusion-temp-effect,fusion-temp-effect,Fusion-Temp Effect,Fusions-Versuchung,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/fusion-temp-effect/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-STAGE0-fusion-temp,fusion-temp,Fusion Temp,Fusions-Versuchung,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/fusion-temp/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0270,future-letter,The Future Letter,The Future Letter,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/future-letter/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0427,future-promise,The Future Promise,The Future Promise,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/future-promise/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0349,future-self-prompt,The Future Self Prompt,The Future Self Prompt,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/future-self-prompt/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0575,future-weight,The Future Weight,The Future Weight,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/future-weight/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0505,future-wish,The Future Wish,The Future Wish,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/future-wish/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0813,gain-competence-effect,Gain-Competence Effect,Experience-Level Verschiebung,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/gain-competence-effect/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0411,gap-filler,The Gap Filler,The Gap Filler,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/gap-filler/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0891,generalist-fallback,The Generalist Fallback,The Generalist Fallback,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/generalist-fallback/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0113,generational-bridge-protocol,Generational Bridge Protocol,Generational Bridge Protocol,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/generational-bridge-protocol/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0162,generational-bridge,The Generational Bridge,The Generational Bridge,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/generational-bridge/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0674,generational-register,The Generational Register,The Generational Register,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/generational-register/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0910,generative-agent,The Generative Agent,The Generative Agent,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/generative-agent/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0215,generative-pull,The Generative Pull,The Generative Pull,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/generative-pull/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0628,gentle-sphere,The Gentle Sphere,The Gentle Sphere,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/gentle-sphere/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0714,gesture-differential,The Gesture Differential,The Gesture Differential,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/gesture-differential/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0918,gesture-language,The Gesture Language,The Gesture Language,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/gesture-language/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0287,ghost-conversation,The Ghost Conversation,The Ghost Conversation,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/ghost-conversation/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0313,ghost-craft,The Ghost Craft,The Ghost Craft,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/ghost-craft/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
AUG-0567,ghost-machine,The Ghost Machine,The Ghost Machine,,,https://andreasehstandlicenseofclarityloc.github.io/augmanitai-stage-0/atlas/ghost-machine/,10.5281/zenodo.20118267,CC-BY-NC-ND-4.0,0009-0006-3773-7796
